text,label
"Well, let's move on to the next topic.",statement
"Just to clarify, that makes sense for hiring plan.",statement
Is infrastructure upgrade on track?,question
"Well, feature roadmap is currently in the testing phase.",answer
"Well, why did we choose customer onboarding?",question
"To answer that, when do we need to finish titan build?",question
"Well, should we prioritize horizon 2.0?",question
"So, yes, user research has been approved by management.",answer
"So, moving on from customer onboarding.",statement
I think what blockers are there for devops central?,question
Are there risks with database migration?,question
"Well, let's move on to the next topic.",statement
"So, who approved marketing campaign?",question
"So, project timeline is 80% complete as of today.",answer
Let's keep this meeting focused.,statement
What do you think about sprint review?,question
"Actually, is the client happy with marketing campaign?",question
"Actually, i agree with the approach for user research.",statement
I think the recording is on for this session.,statement
Hiro is leading code review this quarter.,answer
"Well, when do we need to finish smartdash?",question
Has bug triage been approved?,question
"I think no, hiring plan hasn't started yet.",answer
"Moving on from hiring plan, right?",statement
"Well, we'll complete compliance review by end of march.",answer
"Let's move on to the next topic, right?",statement
"Just to clarify, no, q3 budget hasn't started yet.",answer
I think i think we've covered user research sufficiently.,statement
"Just to clarify, i think we've covered infrastructure upgrade sufficiently.",statement
"To answer that, can someone explain board meeting?",question
"Actually, did anyone follow up on titan build?",question
"To answer that, what blockers are there for code review?",question
I agree with the approach for database migration.,statement
"We can discuss security audit offline, right?",statement
"Just to clarify, what do you think about security audit?",question
When do we need to finish A/B testing?,question
"We can discuss compliance review offline, right?",statement
"Yes, infrastructure upgrade has been approved by management.",answer
I think do we have metrics for vendor contract?,question
"To answer that, we'll complete product launch by end of march.",answer
"Actually, what do you think about product launch?",question
"Well, can we demo devops central?",question
"Well, can someone explain product launch?",question
"deployment strategy is currently in the testing phase, right?",answer
"Just to clarify, the deadline for data pipeline is next friday.",answer
Should we prioritize design sprint?,question
Who is handling sales pipeline?,question
"To answer that, what's the next step for team standup?",question
I think let's move on to the next topic.,statement
"No, investor update hasn't started yet.",answer
"Actually, is the client happy with database migration?",question
Noted on team standup.,statement
"Well, let's move on to the next topic.",statement
Is Project Beta on track?,question
What's the next step for user research?,question
I think is the client happy with bug triage?,question
What blockers are there for A/B testing?,question
"Who approved Project Beta?, right?",question
"Just to clarify, design sprint is currently in the testing phase.",answer
sales pipeline is 80% complete as of today.,answer
"The cost estimate for Q3 budget is $30,000, right?",answer
"To answer that, the cost estimate for compliance review is $30,000.",answer
"What do you think about A/B testing?, right?",question
"Actually, the cost estimate for security audit is $30,000.",answer
I think why did we choose a/b testing?,question
"Well, moving on from q3 budget.",statement
"Actually, i agree with the approach for a/b testing.",statement
"Actually, is pricing model on track?",question
"So, what is the timeline for customer onboarding?",question
"Just to clarify, what blockers are there for feature roadmap?",question
"So, quinn is leading client feedback this quarter.",answer
I think did anyone follow up on pricing model?,question
I think we decided to go with option a for user research.,answer
The recording is on for this session.,statement
How much will vendor contract cost?,question
That makes sense for data pipeline.,statement
"Just to clarify, we can discuss security audit offline.",statement
"So, when was infrastructure upgrade last updated?",question
"Well, performance review is currently in the testing phase.",answer
"So, noted on api integration.",statement
I think what is the timeline for nexus platform?,question
"Just to clarify, who is handling database migration?",question
"So, when do we need to finish vendor contract?",question
"Actually, quinn is leading user research this quarter.",answer
"To answer that, when was client feedback last updated?",question
I think the client signed off on data pipeline yesterday.,answer
"Just to clarify, is the client happy with feature roadmap?",question
"Well, when do we need to finish user research?",question
"So, we're on track with training session, no blockers.",answer
"Well, let me pull up the data for partnership deal.",statement
"To answer that, who approved performance review?",question
I think carlos will present team standup at the next review.,answer
Good point about database migration.,statement
"To answer that, let me share my screen for q3 budget.",statement
"Well, is the client happy with design sprint?",question
"No, code review hasn't started yet.",answer
"Just to clarify, how much will security audit cost?",question
"Actually, what blockers are there for bug triage?",question
"Actually, the team agreed to postpone api integration to next sprint.",answer
"Just to clarify, did anyone follow up on training session?",question
"To answer that, we've allocated three engineers to hiring plan.",answer
"Actually, do we have metrics for sales pipeline?",question
"Well, have we started q3 budget?",question
I think what blockers are there for a/b testing?,question
"Let's keep this meeting focused, right?",statement
"Did anyone follow up on client feedback?, right?",question
I think what's the next step for team standup?,question
I think do we have metrics for customer onboarding?,question
"Well, the client signed off on compliance review yesterday.",answer
"Who is handling code review?, right?",question
"Well, we've allocated three engineers to bug triage.",answer
"Actually, i think we've covered investor update sufficiently.",statement
"The cost estimate for security audit is $30,000.",answer
"To answer that, who approved mobileedge?",question
I think a/b testing is currently in the testing phase.,answer
"Well, can someone explain bug triage?",question
"We can discuss deployment strategy offline, right?",statement
"To answer that, we'll complete user research by end of march.",answer
"So, client feedback is 80% complete as of today.",answer
"To answer that, the deadline for customer onboarding is next friday.",answer
"To answer that, yara will present infrastructure upgrade at the next review.",answer
"Is UI redesign on track?, right?",question
I think let me share my screen for sprint review.,statement
"To answer that, when do we need to finish q3 budget?",question
I think the client signed off on pricing model yesterday.,answer
Why did we choose marketing campaign?,question
"Well, is api integration on track?",question
I think have we started operation mercury?,question
"Who approved security audit?, right?",question
I think why did we choose feature roadmap?,question
"I think the budget for user research is $50,000.",answer
"Just to clarify, we've allocated three engineers to performance review.",answer
"Just to clarify, i think we've covered hiring plan sufficiently.",statement
We'll complete Q3 budget by end of March.,answer
"Just to clarify, we can discuss marketing campaign offline.",statement
I think sprint review is currently in the testing phase.,answer
Can someone explain UserInsight?,question
"So, no, deployment strategy hasn't started yet.",answer
"Actually, i think we've covered design sprint sufficiently.",statement
"Actually, has pricing model been approved?",question
"Just to clarify, we'll complete compliance review by end of march.",answer
"When do we need to finish Q3 budget?, right?",question
"Well, let me share my screen for marketing campaign.",statement
"Just to clarify, are there risks with bug triage?",question
"Well, let's move on to the next topic.",statement
"Just to clarify, is the client happy with data pipeline?",question
"Actually, the budget for data pipeline is $50,000.",answer
"Actually, let's move on to the next topic.",statement
"Well, what is the timeline for training session?",question
"So, is the client happy with pipeline pro?",question
"So, did anyone follow up on api integration?",question
"Actually, is the client happy with sprint review?",question
The deadline for design sprint is next Friday.,answer
"Actually, we'll complete sales pipeline by end of march.",answer
Thanks for that update on partnership deal.,statement
"Should we prioritize API integration?, right?",question
"Just to clarify, did anyone follow up on security audit?",question
"So, the recording is on for this session.",statement
"Just to clarify, no, user research hasn't started yet.",answer
"Just to clarify, quinn is leading user research this quarter.",answer
When was partnership deal last updated?,question
"To answer that, let me share my screen for client feedback.",statement
"Just to clarify, should we prioritize feature roadmap?",question
"Actually, yes, customer onboarding has been approved by management.",answer
"So, rachel is leading pricing model this quarter.",answer
"What blockers are there for security audit?, right?",question
Noted on API integration.,statement
"To answer that, when do we need to finish client feedback?",question
I think is the client happy with datavault?,question
Should we prioritize database migration?,question
"Let me pull up the data for performance review, right?",statement
"Just to clarify, who is handling infrastructure upgrade?",question
"Just to clarify, we should table board meeting for now.",statement
"So, let's move on to the next topic.",statement
Who is handling SmartDash?,question
"Farid is leading database migration this quarter, right?",answer
Let's move on to the next topic.,statement
"Just to clarify, has sales pipeline been approved?",question
"Just to clarify, who is handling data pipeline?",question
I agree with the approach for design sprint.,statement
"So, that's an interesting perspective on hiring plan.",statement
"I think no, board meeting hasn't started yet.",answer
"Actually, why did we choose investor update?",question
Good point about sales pipeline.,statement
I think when do we need to finish data pipeline?,question
"Yes, deployment strategy has been approved by management.",answer
I think the team agreed to postpone user research to next sprint.,answer
Isha will present database migration at the next review.,answer
"Well, yes, investor update has been approved by management.",answer
"Well, yes, design sprint has been approved by management.",answer
"We're on track with A/B testing, no blockers, right?",answer
"Well, can we demo design sprint?",question
Do we have metrics for DataVault?,question
"Actually, what blockers are there for data pipeline?",question
"Well, let's keep this meeting focused.",statement
Is sales pipeline on track?,question
"Just to clarify, when do we need to finish vendor contract?",question
"To answer that, thanks for that update on feature roadmap.",statement
"Yes, bug triage has been approved by management.",answer
"Actually, the cost estimate for compliance review is $30,000.",answer
"Can we demo customer onboarding?, right?",question
"Well, who approved project beta?",question
"Well, what blockers are there for ai core?",question
Let me share my screen for UI redesign.,statement
Do we have metrics for hiring plan?,question
I think can someone explain customer onboarding?,question
We decided to go with option A for team standup.,answer
"Actually, the recording is on for this session.",statement
"Actually, a/b testing is currently in the testing phase.",answer
"data pipeline is currently in the testing phase, right?",answer
I think thanks for that update on code review.,statement
"Noted on data pipeline, right?",statement
"Well, who is handling api integration?",question
"Actually, no, feature roadmap hasn't started yet.",answer
database migration is currently in the testing phase.,answer
"Just to clarify, why did we choose team standup?",question
"To answer that, can we demo ai core?",question
"So, the deadline for vendor contract is next friday.",answer
"Well, what blockers are there for api integration?",question
"Moving on from infrastructure upgrade, right?",statement
"So, have we started a/b testing?",question
I think can we demo vendor contract?,question
Thanks for that update on Q3 budget.,statement
"What's the next step for Titan Build?, right?",question
"Well, let's move on to the next topic.",statement
That makes sense for partnership deal.,statement
"To answer that, when was team standup last updated?",question
"So, do we have metrics for nexus platform?",question
"partnership deal is 80% complete as of today, right?",answer
I think who is handling performance review?,question
I think who approved pricing model?,question
"Well, when do we need to finish ai core?",question
I think the recording is on for this session.,statement
"Just to clarify, the cost estimate for design sprint is $30,000.",answer
We'll complete design sprint by end of March.,answer
"Actually, when do we need to finish code review?",question
"The deadline for code review is next Friday, right?",answer
I think we'll complete design sprint by end of march.,answer
"So, carlos is leading customer onboarding this quarter.",answer
Moving on from Q3 budget.,statement
"Well, why did we choose pricing model?",question
"To answer that, are there risks with database migration?",question
"The client signed off on performance review yesterday, right?",answer
"To answer that, the cost estimate for hiring plan is $30,000.",answer
"To answer that, is the client happy with partnership deal?",question
"So, can we demo userinsight?",question
I think are there risks with growth engine?,question
"Actually, can we demo client feedback?",question
"We're on track with hiring plan, no blockers, right?",answer
We should table board meeting for now.,statement
"Yes, compliance review has been approved by management, right?",answer
"To answer that, are there risks with sprint review?",question
I think the client signed off on q3 budget yesterday.,answer
"Well, have we started deployment strategy?",question
Did anyone follow up on DataVault?,question
Should we prioritize training session?,question
We'll complete product launch by end of March.,answer
Yara will present infrastructure upgrade at the next review.,answer
"Well, a/b testing is currently in the testing phase.",answer
That's an interesting perspective on vendor contract.,statement
"Actually, we decided to go with option a for ui redesign.",answer
"How much will project timeline cost?, right?",question
"Well, who approved mobileedge?",question
I think why did we choose sprint review?,question
The recording is on for this session.,statement
"Actually, should we prioritize performance review?",question
"Can we demo SmartDash?, right?",question
"To answer that, let me pull up the data for product launch.",statement
"To answer that, we've allocated three engineers to partnership deal.",answer
"So, the recording is on for this session.",statement
Are there risks with security audit?,question
I think is the client happy with customer onboarding?,question
"Well, the client signed off on client feedback yesterday.",answer
"Just to clarify, how much will project timeline cost?",question
"So, have we started code review?",question
"So, ui redesign is currently in the testing phase.",answer
Can we demo partnership deal?,question
Has board meeting been approved?,question
"Well, is the client happy with compliance review?",question
Deepa will present compliance review at the next review.,answer
Why did we choose data pipeline?,question
"Just to clarify, the cost estimate for api integration is $30,000.",answer
"Do we have metrics for security audit?, right?",question
"Who is handling vendor contract?, right?",question
"Can someone explain feature roadmap?, right?",question
"So, the cost estimate for infrastructure upgrade is $30,000.",answer
"To answer that, are there risks with project timeline?",question
The team agreed to postpone pricing model to next sprint.,answer
"So, who approved vendor contract?",question
Do we have metrics for UserInsight?,question
"The cost estimate for customer onboarding is $30,000.",answer
"So, has compliance review been approved?",question
"To answer that, have we started q3 budget?",question
"We're on track with investor update, no blockers.",answer
"Did anyone follow up on DevOps Central?, right?",question
I think can we demo titan build?,question
I think we can discuss api integration offline.,statement
