text,label
"Hey, Set up a call with Wendy about sprint review",schedule
Could you schedule a meeting about compliance review the day after tomorrow?,schedule
GIVE ME A BRIEF OF FEATURE ROADMAP,summarize
Urgently did sam mention anything about the deadline?,meeting_query
"hello ai, farid here",greeting
Could you schedule a meeting about sales pipeline end of day?,schedule
I want to who is responsible for team standup?,question
Could you set up a call with leo about sprint review?,schedule
"I want to great job, julia here",greeting
Schedule a meeting about compliance review next Wednesday at 11 AM,schedule
Could you set a reminder to call uma?,task
CREATE AN ACTION ITEM FOR BOARD MEETING,task
Schedule a meeting about board meeting tomorrow morning please,schedule
Draft a recap email about hiring plan,draft_email
Could you show me notes from the last stakeholder check-in?,meeting_query
Could you good evening?,greeting
"Hey, Schedule a meeting about A/B testing this afternoon at 5 PM",schedule
Could you schedule a meeting about marketing campaign this afternoon at 5 pm?,schedule
Could you schedule a meeting about product launch march 15 at 9 am?,schedule
CREATE AN ACTION ITEM FOR QUARTERLY GOALS,task
Summarize the team standup meeting!,summarize
Please move the deployment strategy meeting to next week,modify
"Hey, Schedule a meeting about design sprint this Thursday at noon",schedule
"I want to hey auralis, charlie here",greeting
send a follow-up about project timeline,email
Could you what's the status of userinsight??,question
Urgently can you summarize the discussion on feature roadmap?,question
schedule a meeting about investor update end of day,schedule
Did Ethan mention anything about the deadline?!,meeting_query
Please schedule a meeting about client feedback next wednesday at 11 am,schedule
Can you schedule a meeting about q3 budget end of day,schedule
Can you email grace the meeting notes,email
I want to summarize the hiring plan meeting,summarize
Please set up a call with kevin about vendor contract,schedule
"Can you hello ai, diana here",greeting
Schedule a meeting about vendor contract tomorrow at 10 AM,schedule
Please draft a recap email about sprint review,draft_email
Can you set up a call with bella about team standup,schedule
Cancel the meeting about performance review!,cancel
REMOVE THE BOARD MEETING SESSION FROM MY CALENDAR,cancel
Urgently cancel the meeting about customer onboarding,cancel
Can you schedule a meeting about client feedback the day after tomorrow,schedule
Urgently compose a message about the customer onboarding decisions,draft_email
Remind me to check data pipeline by end of week!,task
"Hey, Set up a call with Nate about user research",schedule
"appreciate it, rachel here",greeting
I want to schedule a meeting about ui redesign tomorrow morning,schedule
tl;dr of investor update discussion,summarize
Please schedule a meeting about customer onboarding march 15 at 9 am,schedule
Can you set up a call with priya about pricing model,schedule
Schedule a meeting about sales pipeline Friday at 3:30 PM please,schedule
"Hey, Schedule a meeting about A/B testing tomorrow at 10 AM",schedule
send an email to rachel about the project update,email
Send a follow-up about security audit!,email
Pull up the one-on-one transcript please,meeting_query
MOVE THE CUSTOMER ONBOARDING MEETING TO NEXT WEEK,modify
Remind me to check board meeting by end of week,task
Set up a call with Elena about bug triage please,schedule
"Hey, Add Quinn to the meeting",modify
Urgently schedule a meeting about code review the day after tomorrow,schedule
"HOW ARE YOU, RACHEL HERE",greeting
Set up a call with Xavier about sales pipeline!,schedule
I want to remove the compliance review session from my calendar,cancel
"Hey, Alice here please",greeting
"I want to hi there, john here",greeting
Could you add a task to follow up on feature roadmap?,task
good afternoon,greeting
Can you send an email to ian about the project update,email
compose a message about the training session decisions,draft_email
Please schedule a meeting about sales pipeline this afternoon at 5 pm,schedule
Please set up a call with rachel about ui redesign,schedule
set up a call with sam about vendor contract,schedule
Can you schedule a meeting about project timeline next sprint,schedule
EMAIL HANNAH THE MEETING NOTES,email
Please set up a call with ethan about infrastructure upgrade,schedule
SCHEDULE A MEETING ABOUT INVESTOR UPDATE TOMORROW AT 10 AM,schedule
"Hey, Cancel the meeting about API integration",cancel
remove the partnership deal session from my calendar,cancel
Schedule a meeting about A/B testing next Monday at 2 PM!,schedule
Urgently set up a call with priya about ui redesign,schedule
Can you tl;dr of code review discussion,summarize
Urgently summarize the bug triage meeting,summarize
I want to what was decided about customer onboarding?,question
remind me to check project timeline by end of week,task
Can you schedule a meeting about api integration next wednesday at 11 am,schedule
remove maya from the invite list,modify
compose a message about the partnership deal decisions,draft_email
remove maya from the invite list,modify
"Hey, Schedule a meeting about database migration today at 4 PM",schedule
I want to cancel the meeting about data pipeline,cancel
Urgently set up a call with john about compliance review,schedule
"Great job, Laura here please",greeting
Urgently give me a brief of marketing campaign,summarize
Please set up a call with farid about quarterly goals,schedule
TL;DR of sprint review discussion please,summarize
Email Uma the meeting notes please,email
Cancel the meeting about database migration,cancel
Can you schedule a meeting about feature roadmap this afternoon at 5 pm,schedule
draft a recap email about client feedback,draft_email
Add a task to follow up on UI redesign please,task
MOVE THE API INTEGRATION MEETING TO NEXT WEEK,modify
SCHEDULE A MEETING ABOUT PRODUCT LAUNCH NEXT MONDAY AT 2 PM,schedule
schedule a meeting about design sprint next wednesday at 11 am,schedule
Could you set a reminder to call john?,task
"Hey, Compose a message about the code review decisions",draft_email
Urgently schedule a meeting about partnership deal the day after tomorrow,schedule
SEND A FOLLOW-UP ABOUT PRICING MODEL,email
Please what did ethan say in the meeting?,meeting_query
Could you remove the security audit session from my calendar?,cancel
"Hey, Set up a call with Ethan about feature roadmap",schedule
"How are you, George here",greeting
"Hey, Schedule a meeting about API integration today at 4 PM",schedule
change the time of marketing campaign discussion to 3 pm,modify
Can you send an email to uma about the project update,email
EMAIL GEORGE THE MEETING NOTES,email
I want to add a task to follow up on deployment strategy,task
Urgently remove the sales pipeline session from my calendar,cancel
Please schedule a meeting about infrastructure upgrade tomorrow morning,schedule
Remind me to check data pipeline by end of week!,task
Schedule a meeting about security audit next sprint please,schedule
Could you remove the sprint review session from my calendar?,cancel
"Hey, Assign Nina to review the document",task
I want to schedule a meeting about investor update today at 4 pm,schedule
I want to set my focus area to legal,set_preference
I want to what was decided about vendor contract?,question
Could you set up a call with farid about quarterly goals?,schedule
SET UP A CALL WITH ISHA ABOUT USER RESEARCH,schedule
I want to schedule a meeting about ui redesign end of day,schedule
SET UP A CALL WITH DIANA ABOUT DEPLOYMENT STRATEGY,schedule
Can you send a follow-up about feature roadmap,email
Could you what happened in the kickoff meeting??,meeting_query
SET UP A CALL WITH GRACE ABOUT CUSTOMER ONBOARDING,schedule
I want to schedule a meeting about team standup this thursday at noon,schedule
schedule a meeting about ui redesign next wednesday at 11 am,schedule
I want to who is responsible for bug triage?,question
"Hey, Set my focus area to engineering",set_preference
Remind me to check bug triage by end of week,task
Can you set my focus area to legal,set_preference
I want to send an email to ian about the project update,email
Could you schedule a meeting about board meeting end of day?,schedule
Give me a brief of performance review!,summarize
"Hey, When is DataVault launching?",question
"Hey, Set up a call with Rachel about pricing model",schedule
"Hey, Set up a call with Farid about feature roadmap",schedule
Urgently create an action item for pricing model,task
I want to set up a call with maya about marketing campaign,schedule
Remind me to check feature roadmap by end of week!,task
What's the status of DataVault?,question
Schedule a meeting about bug triage the day after tomorrow!,schedule
Please can you summarize the discussion on data pipeline?,question
Could you change the time of q3 budget discussion to 3 pm?,modify
"Urgently good evening, isha here",greeting
GIVE ME A BRIEF OF SALES PIPELINE,summarize
remind me to check sales pipeline by end of week,task
set up a call with kevin about team standup,schedule
"Please hello ai, farid here",greeting
Set up a call with Sam about sales pipeline please,schedule
Please schedule a meeting about code review today at 4 pm,schedule
Can you remove the product launch session from my calendar,cancel
Urgently give me a brief of ui redesign,summarize
I want to set my focus area to operations,set_preference
Can you set up a call with wendy about code review,schedule
Set up a call with Quinn about performance review please,schedule
Can you set up a call with deepa about pricing model,schedule
Urgently create an action item for board meeting,task
Set up a call with Nina about security audit please,schedule
Schedule a meeting about sprint review tomorrow at 10 AM!,schedule
Can you schedule a meeting about project timeline the day after tomorrow,schedule
ADD A TASK TO FOLLOW UP ON DEPLOYMENT STRATEGY,task
Could you give me a brief of bug triage?,summarize
Could you send an email to hiro about the project update?,email
I want to set up a call with victor about sprint review,schedule
Set up a call with Ethan about A/B testing please,schedule
Could you set up a call with alice about hiring plan?,schedule
Email Amit the meeting notes please,email
"Hey, Hello, Nate here",greeting
set up a call with diana about feature roadmap,schedule
Schedule a meeting about hiring plan tomorrow morning!,schedule
Please change the time of customer onboarding discussion to 3 pm,modify
Cancel the meeting about infrastructure upgrade!,cancel
Please move the code review meeting to next week,modify
"Could you thank you, priya here?",greeting
SET UP A CALL WITH KEVIN ABOUT INVESTOR UPDATE,schedule
Please what happened in the one-on-one?,meeting_query
Urgently set up a call with priya about feature roadmap,schedule
Can you summarize the discussion on board meeting? please,question
"Hey, Set up a call with Farid about board meeting",schedule
Can you schedule a meeting about security audit next monday at 2 pm,schedule
Can you remove the q3 budget session from my calendar,cancel
Could you schedule a meeting about client feedback the day after tomorrow?,schedule
Can you who is responsible for database migration?,question
"I want to hello ai, diana here",greeting
Please cancel the meeting about investor update,cancel
email kira the meeting notes,email
Set up a call with Fiona about sales pipeline please,schedule
Can you schedule a meeting about ui redesign end of day,schedule
Cancel the meeting about API integration!,cancel
LET'S HAVE A SYNC THIS WEEK,schedule
Set up a call with Hiro about sprint review please,schedule
Can you set my focus area to engineering,set_preference
What happened in the roadmap alignment? please,meeting_query
Please schedule a meeting about sales pipeline tomorrow morning,schedule
Create an action item for hiring plan!,task
Set up a call with Kevin about training session,schedule
"Hey, Set a reminder to call John",task
Urgently compose a message about the code review decisions,draft_email
I want to remove quinn from the invite list,modify
Schedule a meeting about deployment strategy this afternoon at 5 PM,schedule
Urgently schedule a meeting about product launch friday at 3:30 pm,schedule
Cancel the meeting about partnership deal!,cancel
Schedule a meeting about infrastructure upgrade next sprint,schedule
set my preferred meeting time to mornings,set_preference
"Hey, Draft a recap email about performance review",draft_email
Can you remind me to check api integration by end of week,task
"Hey, Hey, Nate here",greeting
SET A REMINDER TO CALL FARID,task
Set up a call with Rachel about database migration!,schedule
Can you did laura mention anything about the deadline?,meeting_query
Could you who is responsible for api integration??,question
"Hey, What was decided about hiring plan?",question
SCHEDULE A MEETING ABOUT BOARD MEETING NEXT WEDNESDAY AT 11 AM,schedule
Urgently what's up,greeting
Set up a call with Maya about quarterly goals please,schedule
Add a task to follow up on Q3 budget!,task
SET A REMINDER TO CALL DEEPA,task
SHOW ME NOTES FROM THE LAST KICKOFF MEETING,meeting_query
Can you set up a call with priya about data pipeline,schedule
Could you remind me to check sprint review by end of week?,task
Can you compose a message about the security audit decisions,draft_email
"Hey, Hey Auralis, Ian here",greeting
Please schedule a meeting about ui redesign next monday at 2 pm,schedule
Can you cancel the meeting about deployment strategy,cancel
Can you set up a call with john about performance review,schedule
Please who is responsible for board meeting?,question
"Hey, Set up a call with Wendy about UI redesign",schedule
Could you schedule a meeting about design sprint tomorrow at 10 am?,schedule
DRAFT A MESSAGE TO SAM@COMPANY.COM,draft_email
"Hey, Well done, Laura here",greeting
Please can you summarize the discussion on quarterly goals?,question
Please cancel the meeting about product launch,cancel
Urgently who is responsible for performance review?,question
Move the marketing campaign meeting to next week!,modify
I want to schedule a meeting about bug triage next sprint,schedule
Can you set up a call with mike about infrastructure upgrade,schedule
Assign Maya to review the document please,task
compose a message about the sales pipeline decisions,draft_email
I want to set up a call with george about pricing model,schedule
Remove Amit from the invite list please,modify
Set up a call with Maya about training session please,schedule
I want to add a task to follow up on data pipeline,task
Please schedule a meeting about performance review next monday at 2 pm,schedule
Could you set up a call with tina about user research?,schedule
Remind me to check team standup by end of week,task
Urgently summarize the customer onboarding meeting,summarize
WHO IS RESPONSIBLE FOR SALES PIPELINE?,question
Can you schedule a meeting about product launch march 15 at 9 am,schedule
Schedule a meeting about client feedback today at 4 PM,schedule
I want to what's the status of smartdash?,question
Please summarize the data pipeline meeting,summarize
Schedule a meeting about compliance review this afternoon at 5 PM please,schedule
SEND A FOLLOW-UP ABOUT DATA PIPELINE,email
COMPOSE A MESSAGE ABOUT THE CUSTOMER ONBOARDING DECISIONS,draft_email
Schedule a meeting about UI redesign today at 4 PM please,schedule
"hello, uma here",greeting
Could you tl;dr of ui redesign discussion?,summarize
Can you remind me to check infrastructure upgrade by end of week,task
Schedule a meeting about quarterly goals Friday at 3:30 PM please,schedule
remove the performance review session from my calendar,cancel
Draft a recap email about marketing campaign please,draft_email
"Could you good afternoon, xavier here?",greeting
"Hey, Remove the pricing model session from my calendar",cancel
COMPOSE A MESSAGE ABOUT THE TEAM STANDUP DECISIONS,draft_email
WHO IS RESPONSIBLE FOR SPRINT REVIEW?,question
Set up a call with George about sprint review,schedule
Set up a call with Quinn about customer onboarding,schedule
schedule a meeting about training session end of day,schedule
Give me a brief of A/B testing!,summarize
Could you remind me to check compliance review by end of week?,task
Urgently summarize the ui redesign meeting,summarize
HELLO,greeting
Please did sam mention anything about the deadline?,meeting_query
SCHEDULE A MEETING ABOUT USER RESEARCH TODAY AT 4 PM,schedule
Who is responsible for customer onboarding? please,question
Could you schedule a meeting about a/b testing tomorrow at 10 am?,schedule
ADD A TASK TO FOLLOW UP ON DEPLOYMENT STRATEGY,task
what happened in the status update?,meeting_query
"Hello AI, Farid here please",greeting
"what's up, quinn here",greeting
"Hey, Schedule a meeting about security audit March 15 at 9 AM",schedule
CANCEL THE MEETING ABOUT PRODUCT LAUNCH,cancel
Please set a reminder to call deepa,task
Please summarize the performance review meeting,summarize
SCHEDULE A MEETING ABOUT CODE REVIEW TOMORROW AT 10 AM,schedule
CHANGE THE TIME OF PRODUCT LAUNCH DISCUSSION TO 3 PM,modify
Draft a recap email about vendor contract please,draft_email
"Hey, Schedule a meeting about database migration this afternoon at 5 PM",schedule
Set up a call with Isha about client feedback please,schedule
Could you draft a recap email about customer onboarding?,draft_email
set up a call with hannah about quarterly goals,schedule
Please draft a recap email about quarterly goals,draft_email
Please change the time of training session discussion to 3 pm,modify
"Can you hi there, john here",greeting
Send a follow-up about API integration please,email
Urgently what's the status of horizon 2.0?,question
"Can you good afternoon, priya here",greeting
CAN YOU SUMMARIZE THE DISCUSSION ON DESIGN SPRINT?,question
Cancel the meeting about design sprint,cancel
"Hey, Schedule a meeting about client feedback this Thursday at noon",schedule
Urgently remind me to check ui redesign by end of week,task
Set up a call with Bella about design sprint,schedule
Can you summarize the discussion on project timeline?!,question
Change the time of quarterly goals discussion to 3 PM!,modify
Schedule a meeting about UI redesign this afternoon at 5 PM,schedule
"Hey, Schedule a meeting about bug triage March 15 at 9 AM",schedule
Urgently send a follow-up about client feedback,email
"Well done, Victor here",greeting
Remind me to check UI redesign by end of week!,task
Could you show me notes from the last one-on-one?,meeting_query
Please remove the data pipeline session from my calendar,cancel
I want to schedule a meeting about ui redesign today at 4 pm,schedule
Urgently give me a brief of vendor contract,summarize
"Hey, Set up a call with Alice about customer onboarding",schedule
"Hey, Appreciate it",greeting
Please set up a call with wendy about ui redesign,schedule
Please remove the compliance review session from my calendar,cancel
Could you when is project alpha launching??,question
I want to send an email to priya about the project update,email
Schedule a meeting about security audit this Thursday at noon,schedule
Please change the time of deployment strategy discussion to 3 pm,modify
Can you assign diana to review the document,task
"Hey, Pull up the all-hands transcript",meeting_query
set up a call with hannah about quarterly goals,schedule
Who is responsible for pricing model?,question
Can you pull up the all-hands transcript,meeting_query
What happened in the all-hands?!,meeting_query
I want to schedule a meeting about partnership deal end of day,schedule
"hello, uma here",greeting
assign quinn to review the document,task
did zach mention anything about the deadline?,meeting_query
Urgently send a follow-up about bug triage,email
SCHEDULE A MEETING ABOUT TRAINING SESSION THIS AFTERNOON AT 5 PM,schedule
"Good morning, Wendy here",greeting
Please schedule a meeting about api integration tomorrow at 10 am,schedule
Urgently what did ethan say in the meeting?,meeting_query
Set up a call with Rachel about UI redesign!,schedule
ADD A TASK TO FOLLOW UP ON COMPLIANCE REVIEW,task
TL;DR of training session discussion please,summarize
Urgently schedule a meeting about performance review tomorrow at 10 am,schedule
Remove the sales pipeline session from my calendar,cancel
Pull up the incident review transcript please,meeting_query
Urgently email farid the meeting notes,email
"Hey, Send a follow-up about partnership deal",email
Set my timezone to IST,set_preference
Set up a call with Alice about customer onboarding!,schedule
What was decided about product launch? please,question
remind me to check design sprint by end of week,task
Email Victor the meeting notes!,email
REMOVE THE CUSTOMER ONBOARDING SESSION FROM MY CALENDAR,cancel
Send a follow-up about marketing campaign,email
"Hey, Who is responsible for bug triage?",question
I want to what was decided about security audit?,question
Can you set up a call with oscar about api integration,schedule
Schedule a meeting about compliance review next Monday at 2 PM please,schedule
Schedule a meeting about marketing campaign tomorrow morning please,schedule
HELLO AI,greeting
MOVE THE DEPLOYMENT STRATEGY MEETING TO NEXT WEEK,modify
"Hey, Schedule a meeting about vendor contract next Wednesday at 11 AM",schedule
Set up a call with Tina about customer onboarding!,schedule
TL;DR OF Q3 BUDGET DISCUSSION,summarize
I want to send an email to hannah about the project update,email
Please move the performance review meeting to next week,modify
I want to schedule a meeting about customer onboarding tomorrow at 10 am,schedule
EMAIL NINA THE MEETING NOTES,email
What's the status of MobileEdge? please,question
set up a call with xavier about ui redesign,schedule
"Hi, Ian here please",greeting
ADD A TASK TO FOLLOW UP ON CLIENT FEEDBACK,task
Draft a recap email about A/B testing!,draft_email
summarize the performance review meeting,summarize
Could you email sam the meeting notes?,email
Can you summarize the discussion on board meeting?,question
Urgently cancel the meeting about client feedback,cancel
Could you cancel the meeting about design sprint?,cancel
Set up a call with George about Q3 budget,schedule
"Hey, When is DataVault launching?",question
"Urgently hello, ethan here",greeting
Please schedule a meeting about api integration friday at 3:30 pm,schedule
Could you set up a call with kevin about team standup?,schedule
Change the time of sales pipeline discussion to 3 PM!,modify
"Hey, Move the board meeting meeting to next week",modify
I want to change the time of security audit discussion to 3 pm,modify
Can you show me notes from the last status update,meeting_query
Please move the code review meeting to next week,modify
"Hey, Change the time of sales pipeline discussion to 3 PM",modify
WHO IS RESPONSIBLE FOR SPRINT REVIEW?,question
Urgently schedule a meeting about pricing model next wednesday at 11 am,schedule
I want to remind me to check project timeline by end of week,task
pull up the training workshop transcript,meeting_query
Could you remind me to check client feedback by end of week?,task
schedule a meeting about quarterly goals tomorrow morning,schedule
"Hey, Schedule a meeting about team standup tomorrow morning",schedule
"Hey, Set up a call with Yara about sales pipeline",schedule
"Hey, Schedule a meeting about feature roadmap next Wednesday at 11 AM",schedule
Can you schedule a meeting about bug triage next wednesday at 11 am,schedule
Draft a recap email about user research,draft_email
Please email amit the meeting notes,email
I want to schedule a meeting about infrastructure upgrade next sprint,schedule
I want to pull up the sprint planning transcript,meeting_query
Set up a call with Amit about partnership deal,schedule
Could you assign bella to review the document?,task
Give me a brief of feature roadmap,summarize
schedule a meeting about investor update today at 4 pm,schedule
"Hey, Can you summarize the discussion on database migration?",question
SET UP A CALL WITH HIRO ABOUT USER RESEARCH,schedule
REMIND ME TO CHECK BUG TRIAGE BY END OF WEEK,task
TL;DR of code review discussion!,summarize
assign leo to review the document,task
DRAFT A RECAP EMAIL ABOUT DESIGN SPRINT,draft_email
CREATE AN ACTION ITEM FOR A/B TESTING,task
"Hey, Set up a call with Hannah about vendor contract",schedule
Please draft a message to sam@company.com,draft_email
Schedule a meeting about training session today at 4 PM please,schedule
I want to set up a call with hiro about a/b testing,schedule
Schedule a meeting about sales pipeline the day after tomorrow,schedule
Please set up a call with fiona about partnership deal,schedule
Could you remind me to check partnership deal by end of week?,task
"Hey, Set up a call with Priya about security audit",schedule
Urgently set up a call with alice about investor update,schedule
Send a follow-up about investor update please,email
I want to schedule a meeting about feature roadmap this thursday at noon,schedule
Cancel the meeting about pricing model,cancel
Schedule a meeting about team standup tomorrow at 10 AM please,schedule
"Hey, Set up a call with George about data pipeline",schedule
Please summarize the q3 budget meeting,summarize
"Hey, Cancel the meeting about project timeline",cancel
Can you draft a message to oscar@company.com,draft_email
Can you set my preferred meeting time to mornings,set_preference
Set up a call with Farid about security audit please,schedule
Pull up the one-on-one transcript please,meeting_query
SEND AN EMAIL TO CHARLIE ABOUT THE PROJECT UPDATE,email
"Hey, Send an email to Rachel about the project update",email
"Hey, Schedule a meeting about code review today at 4 PM",schedule
I want to schedule a meeting about vendor contract next sprint,schedule
Urgently set up a call with elena about bug triage,schedule
Schedule a meeting about marketing campaign this afternoon at 5 PM!,schedule
Urgently remove uma from the invite list,modify
WHAT WAS DECIDED ABOUT UI REDESIGN?,question
Could you email diana the meeting notes?,email
"Hey, What's up, John here",greeting
MOVE THE BOARD MEETING MEETING TO NEXT WEEK,modify
Schedule a meeting about board meeting March 15 at 9 AM please,schedule
CANCEL THE MEETING ABOUT UI REDESIGN,cancel
"Hello AI, Diana here",greeting
"Hey, Draft a message to farid@company.com",draft_email
"Hi there, John here please",greeting
SCHEDULE A MEETING ABOUT PRICING MODEL NEXT MONDAY AT 2 PM,schedule
"Hello, Ethan here please",greeting
Please schedule a meeting about api integration end of day,schedule
Please can you summarize the discussion on a/b testing?,question
did laura mention anything about the deadline?,meeting_query
"Hey, Change department to design",set_preference
Can you schedule a meeting about deployment strategy this afternoon at 5 pm,schedule
SEND A FOLLOW-UP ABOUT QUARTERLY GOALS,email
Urgently what happened in the all-hands?,meeting_query
Could you change the time of q3 budget discussion to 3 pm?,modify
Add a task to follow up on data pipeline!,task
SET UP A CALL WITH PRIYA ABOUT CODE REVIEW,schedule
Schedule a meeting about user research Friday at 3:30 PM!,schedule
schedule a meeting about user research next wednesday at 11 am,schedule
EMAIL CHARLIE THE MEETING NOTES,email
Can you summarize the deployment strategy meeting,summarize
Can you remove the marketing campaign session from my calendar,cancel
Could you schedule a meeting about security audit next monday at 2 pm?,schedule
Schedule a meeting about sales pipeline end of day,schedule
Urgently set up a call with victor about sprint review,schedule
"Hey there, Kira here",greeting
I want to schedule a meeting about design sprint friday at 3:30 pm,schedule
Remind me to check customer onboarding by end of week,task
Could you schedule a meeting about compliance review next wednesday at 11 am?,schedule
"Hey, Remind me to check database migration by end of week",task
"Hey, Schedule a meeting about project timeline March 15 at 9 AM",schedule
Could you schedule a meeting about sales pipeline the day after tomorrow?,schedule
Schedule a meeting about project timeline next sprint please,schedule
Please what was decided about data pipeline?,question
Could you set up a call with isha about data pipeline?,schedule
Could you send an email to xavier about the project update?,email
Please tl;dr of user research discussion,summarize
Send a follow-up about pricing model please,email
Schedule a meeting about team standup next Wednesday at 11 AM,schedule
"Hey, What did Laura say in the meeting?",meeting_query
Can you email maya the meeting notes,email
"THANKS, WENDY HERE",greeting
Urgently what's the status of titan build?,question
"Hey, Set up a call with John about board meeting",schedule
schedule a meeting about quarterly goals this afternoon at 5 pm,schedule
Urgently set up a call with isha about data pipeline,schedule
Can you send an email to bob about the project update,email
